;projectdeel;peilbuis;filter_van_m;filter_tot_m;nummer;analysemonster;datum_bemonstering;gegevens;parameter;detectieconditie;waarde;eenheid;x_ml72;y_ml72
2583;R1O1;P506;4;6;99;LD_506;2021/11/17;RoTS/WiBo;PFHxA;=;52;ng/l;155025,17;213410,71
2584;R1O1;P407;4,1;6,1;89;LD_407;2021/08/19;RoTS/WiBo;PFPeA;=;35;ng/l;154622,85;213522,79
2585;OWK;PB1;4,2;6,2;111;P1-2852;2021/09/27;aMT;PFOS vertakt;=;1;ng/l;152428,3681;214534,5674
2586;STRO;PFAS-Diep-PB6;18,5;20,5;197;PFAS-DIEP-PB6-1-1;2021/10/19;RoTS/Sweco;PFTrDA;<;1;ng/l;150524,9401;214597,2915
2587;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;153010,86;214522,41
2588;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;PFOA vertakt;=;2;ng/l;153010,86;214522,41
2589;R1O1;PB5-SHS;10;15;168;PB5-SHS;31/02/2022;RoTS/WiBo;PFOS vertakt;=;1;ng/l;154386,1886;213587,2418
2590;R1N;PB05C;;;108;PB05C-1-1;2021/10/11;RoTS/Sweco;PFBA;=;11;ng/l;153964,46;215707,51
2591;R1O1;PB2-SHS;10;15;158;PB2-SHS;31/02/2022;RoTS/WiBo;8:2 FTS;=;1;ng/l;154412,3745;213417,5682
2592;STLO;P1101;14;15;74;P1101;2016/10/13;RoTS/WiBo;PFHxA;<;0,5;ng/l;149297;213431
2593;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;PFUnDA;<;1;ng/l;153284,87;214515,06
2594;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;PFHpA;=;3;ng/l;155311,25;213246,08
2595;R1O1;P502;4;6;95;LD_502;2021/11/16;RoTS/WiBo;PFDoDA;<;1;ng/l;154694,42;213378,2031
2596;R1O1;P405;4,1;6,1;86;LD_405;2021/09/23;RoTS/WiBo;PFTrDA;<;1;ng/l;154991,03;213268,3
2597;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;EtPFOSAA;<;3;ng/l;154572,4288;213467,2679
2598;R1N;PB05A;;;106;PB05A-1-1;2021/10/11;RoTS/Sweco;PFTeDA;<;1;ng/l;153964,42;215707,57
2599;OWK;PB236A;;;148;PB236A-1-1 PB236A;2021/12/02;RoTS/Sweco;PFHxS;=;120;ng/l;151168,171;214556,146
2600;R1O1;PBB2;;3,1;178;PBB2;2022/02/04;RoTS/WiBo;PFPeA;=;2;ng/l;154644,5735;213347,5611
2601;R1O1;P402b;4,1;6,1;80;LD_402b;2021/09/23;RoTS/WiBo;som PFOA;=;69;ng/l;154374,47;213884,06
2602;R1O1;PB2-SHS;10;15;158;PB2-SHS;31/02/2022;RoTS/WiBo;PFHxS;<;1;ng/l;154412,3745;213417,5682
2603;KZ;PFC3B-PB11007;15,5;17,5;209;PFC3B-PB11007-1-1 PFC3B-PB11007;2022/03/10;RoTS/Sweco;PFUnDA;<;1;ng/l;153554,088;214375,2097
2604;R1O1;P503;4;6;96;LD_503;2021/11/16;RoTS/WiBo;8:2 FTS;<;2;ng/l;154458,53;213623,51
2605;R1O2;PFC3B-PB12001;3;5;210;PFC3B-PB12001-1-1 PFC3B-PB12001;2022/03/10;RoTS/Sweco;PFTeDA;<;1;ng/l;155690,2526;212602,5175
2606;R1O1;PBB3;;4,5;179;PBB3;2022/02/04;RoTS/WiBo;PFPeA;=;5;ng/l;154765,3491;213266,3315
2607;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;PFPeA;=;3;ng/l;154244,68;213832,79
2608;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;PFOA vertakt;=;5;ng/l;155689,4461;212605,078
2609;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;8:2 FTS;=;1;ng/l;154572,4288;213467,2679
2610;STLO;PB202;3;4;142;IAC21-04579.006 - PB202;2021/06/01;TM COTU;PFDS;<;10;ng/l;149211,728;213216,8
2611;OWK;PB236A;;;148;PB236A-1-1 PB236A;2021/12/02;RoTS/Sweco;ADONA;<;1;ng/l;151168,171;214556,146
2612;R1O1;P402a;9,1;10,1;77;LD_402a;2021/08/19;RoTS/WiBo;PFNA;<;1;ng/l;154374,47;213884,06
2613;R1O1;PB6-SHS;10;15;171;PB6-SHS;31/02/2022;RoTS/WiBo;10:2 FTS;<;4;ng/l;154254,1905;213849,3676
2614;R1O1;P506;4;6;99;LD_506;2021/11/17;RoTS/WiBo;EtPFOSA;<;4;ng/l;155025,17;213410,71
2615;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;153865;214461
2616;STLO;PFAS-Diep-PB1;10;12;185;PFAS-Diep-PB1-1-2 PFAS-Diep-PB1;2021/12/08;RoTS/Sweco;PFHpS;<;1;ng/l;149428,728;213484,8401
2617;STLO;PB3;5,15;6,15;159;IAC21-04579.002 - PB3;2021/06/01;TM COTU;PFDS;<;10;ng/l;149443,1;213936,41
2618;R1O1;P401;4,1;6,1;76;LD_401;2021/09/23;RoTS/WiBo;PFDS;<;1;ng/l;154978,68;213345,1
2619;R1N;PB05D;;;109;PB05D-1-1;2021/10/11;RoTS/Sweco;HPFO-DA;<;1;ng/l;153964,34;215706,87
2620;R1O1;R1Z015B;7;8;241;R1Z015B;2021/11/17;RoTS/WiBo;MePFOSA;<;2;ng/l;154791,54;213349,44
2621;KZ;PFC3B-PB11007;15,5;17,5;209;PFC3B-PB11007-1-1 PFC3B-PB11007;2022/03/10;RoTS/Sweco;PFHpA;=;10;ng/l;153554,088;214375,2097
2622;R1O1;PBC1;;15;180;PBC1;2022/02/04;RoTS/WiBo;PFHpS;<;1;ng/l;154571,36;213239,6112
2623;R1N;R1N003A;2,5;3,5;218;R1N003A-1-1;2021/10/11;RoTS/Sweco;6:2 FTS;=;1;ng/l;154351,21;216493,89
2624;R1O2;PFC3B-PB3;6;8;211;PFC3B-PB3-1-1 PFC3B-PB3;2022/03/22;RoTS/Sweco;PFOS lineair;=;3;ng/l;155262,7123;213280,736
2625;R1O2;R1Z017A;2,5;3,5;244;R1Z017A-1-1;2021/10/11;RoTS/Sweco;totaal PFAS;=;36;ng/l;155178,18;212863,76
2626;R1O1;P505;4;6;98;LD_505;2021/11/16;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154640,68;213833,68
2627;R1O1;P502;4;6;95;LD_502;2021/11/16;RoTS/WiBo;som PFAS kwantitatief;=;4160;ng/l;154694,42;213378,2031
2628;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;8:2 diPAP;<;1;ng/l;154047,4;216277,67
2629;R1O1;P407;4,1;6,1;90;LD_407;2021/09/23;RoTS/WiBo;PFBS;=;25;ng/l;154622,85;213522,79
2630;R1O2;PFC3B-PB3;6;8;211;PFC3B-PB3-1-1 PFC3B-PB3;2022/03/22;RoTS/Sweco;MePFBSA;<;10;ng/l;155262,7123;213280,736
2631;R1O1;PBB2;;3,1;178;PBB2;2022/02/04;RoTS/WiBo;PFHxS;=;4;ng/l;154644,5735;213347,5611
2632;R1O2;R1Z013B;7,5;8,5;240;R1Z013B-1-2 R1Z013B;2022/03/28;RoTS/Sweco;PFDoDA;<;1;ng/l;155836,9;212073,38
2633;R1O2;PFC3B-PB3;6;8;211;PFC3B-PB3-1-1 PFC3B-PB3;2022/03/22;RoTS/Sweco;PFBA;=;65;ng/l;155262,7123;213280,736
2634;R1O1;PB2-SHS;10;15;158;PB2-SHS;31/02/2022;RoTS/WiBo;4:2 FTS;=;1;ng/l;154412,3745;213417,5682
2635;R1O1;P404;4,15;6,15;84;LD_404;2021/09/23;RoTS/WiBo;PFOA vertakt;=;110;ng/l;154517,93;213854,71
2636;R1O1;PBC3;;14,9;182;PBC3;2022/02/04;RoTS/WiBo;4:2 FTS;<;1;ng/l;154735,9568;213286,1045
2637;OWK;PB1;4;6,2;113;PB1-PFAS;2021/12/20;aMT;PFDoDA;<;1;ng/l;152428,3681;214534,5674
2638;R1O1;R1Z012B;7;8;238;R1Z012B-1-1 R1Z012B;2022/01/25;RoTS/Sweco;PFNS;<;1;ng/l;154121,95;213989,38
2639;R1O2;R1Z006A;4,2;5,2;234;R1Z006A-1-1 R1Z006A;2022/01/20;RoTS/Sweco;som PFOS;=;24;ng/l;155822,1;212723,4
2640;STLO;PFAS-Diep-PB5;21;23;194;PFAS-DIEP-PB5-1-1;2021/10/19;RoTS/Sweco;PFHpS;<;1;ng/l;149800,9086;214023,7081
2641;STLO;PFAS-Diep-PB4;18;20;192;PFAS-DIEP-PB4-1-1;2021/10/19;RoTS/Sweco;PFOSA;<;1;ng/l;149716,7329;213884,3736
2642;R1O1;P402b;4,1;6,1;80;LD_402b;2021/09/23;RoTS/WiBo;PFNA;<;1;ng/l;154374,47;213884,06
2643;R1O1;PB6-SHS;10;15;171;PB6-SHS;31/02/2022;RoTS/WiBo;PFODA;<;2;ng/l;154254,1905;213849,3676
2644;R1O1;PBC3;;14,9;182;PBC3;2022/02/04;RoTS/WiBo;totaal PFAS;=;685;ng/l;154735,9568;213286,1045
2645;STLO;PB59;3,1;4,1;167;IAC21-04579.005 - PB59;2021/06/01;TM COTU;PFHxS;=;200;ng/l;149460,61;213668,84
2646;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;PFTeDA;<;1;ng/l;154839,6525;213278,4133
2647;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;PFPeS;<;1;ng/l;154244,68;213832,79
2648;R1O1;PBC4;;15,3;183;PBC4;2022/02/04;RoTS/WiBo;4:2 FTS;<;1;ng/l;154418,5201;213413,2929
2649;R1N;R1N003A;2,5;3,5;218;R1N003A-1-1;2021/10/11;RoTS/Sweco;PFHpA;=;13;ng/l;154351,21;216493,89
2650;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;EtPFOSA;<;4;ng/l;151895,13;214754,05
2651;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFBA;=;170;ng/l;154646,94;213410,91
2652;R1O2;PFC3B-PB3;6;8;211;PFC3B-PB3-1-1 PFC3B-PB3;2022/03/22;RoTS/Sweco;PFTrDA;<;1;ng/l;155262,7123;213280,736
2653;R1O2;R1Z002A;3,5;4,5;230;R1Z002A-1-1;2021/10/11;RoTS/Sweco;EtPFOSAA;<;1;ng/l;155310,88;213246,48
2654;R1O2;R1Z017B;6,5;7,5;245;R1Z017B-1-1;2021/10/11;RoTS/Sweco;PFBS;=;4;ng/l;155178,65;212863,38
2655;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;ADONA;<;1;ng/l;153865;214461
2656;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;PFBS;=;83;ng/l;155836,9;212073,38
2657;R1N;PB1003;2;3;118;OBO-TS-PB1003;2021/11/30;RoTS/Sweco;PFDS;<;1;ng/l;153841;214519
2658;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;PFHpA;<;2;ng/l;154244,68;213832,79
2659;OWK;PB1;4,2;6,2;112;PB1-2732;2021/09/07;aMT;EtPFOSAA;<;1;ng/l;152428,3681;214534,5674
2660;STLO;PFAS-Diep-PB1;10;12;185;PFAS-Diep-PB1-1-2 PFAS-Diep-PB1;2021/12/08;RoTS/Sweco;som PFAS kwantitatief;=;0;ng/l;149428,728;213484,8401
2661;R1O2;PFC3B-PB11002;13;15;203;PFC3B-PB11002-1-1 PFC3B-PB11002;2022/03/10;RoTS/Sweco;6:2 FTS;=;3;ng/l;155499,6076;212896,4504
2662;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;PFDA;<;1;ng/l;154572,4288;213467,2679
2663;R1O1;PBC4;;15,3;183;PBC4;2022/02/04;RoTS/WiBo;PFTeDA;<;1;ng/l;154418,5201;213413,2929
2664;R1N;R1N009B;6;7;221;R1N009B-1-1;2021/10/11;RoTS/Sweco;PFNS;<;1;ng/l;154116,06;215627,04
2665;STRO;PFAS-Diep-PB6;18,5;20,5;197;PFAS-DIEP-PB6-1-1;2021/10/19;RoTS/Sweco;som PFOS;=;1;ng/l;150524,9401;214597,2915
2666;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;8:2 diPAP;<;1;ng/l;153865;214461
2667;R1O1;P605;7;8;105;LD_605;2022/04/07;RoTS/WiBo;ADONA;<;1;ng/l;154867,85;213294,05
2668;R1O1;P507;4;6;100;LD_507;2021/11/17;RoTS/WiBo;PFBS;=;99;ng/l;154996,8;213272,77
2669;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;154172,71;215098,1
2670;STLO;PFAS-Diep-PB2;14;16;186;PFAS-DIEP-PB2-1-1;2021/10/19;RoTS/Sweco;EtPFOSA;<;4;ng/l;149518,0528;213609,5801
2671;R1O2;PFC3B-PB1;4;5;201;PFC3B-PB1-1-1 PFC3B-PB1;2022/02/24;RoTS/Sweco;PFHxA;=;9;ng/l;155045,8863;213127,4099
2672;R1N;PB05B;;;107;PB5B-1-1;2021/10/11;RoTS/Sweco;PFOS vertakt;=;2;ng/l;153964,28;215706,86
2673;STLO;PFAS-Diep-PB5;22;23;196;PBSweco5d-1;2022/09/27;TM COTU;10:2 FTS;<;20;ng/l;149800,9086;214023,7081
2674;R1O1;PFC3B-PB11004;15;17;206;PFC3B-PB11004-1;2022/07/22;RoTS/Sweco;PFECHS;<;1;ng/l;154930,246;213400,2709
2675;STLO;PFAS-Diep-PB3;17;18;191;PBSweco3d-1;2022/09/27;TM COTU;PFDoDA;<;1;ng/l;149612,878;213745,3665
2676;STRO;PFAS-Diep-PB7;18;20;200;PFAS DIEP B7-1-1 PFAS diep B7;2021/12/02;RoTS/Sweco;PFPeA;<;1;ng/l;150789,3919;214624,6651
2677;STLO;PFAS-Diep-PB4;18;20;193;PFAS-Diep-PB4-1-2 PFAS-Diep-PB4;2021/12/08;RoTS/Sweco;8:2 FTS;<;1;ng/l;149716,7329;213884,3736
2678;OWK;PB1;4;6,2;113;PB1-PFAS;2021/12/20;aMT;som PFAS indicatief;=;0;ng/l;152428,3681;214534,5674
2679;R1O2;R1Z006A;4,2;5,2;234;R1Z006A-1-1 R1Z006A;2022/01/20;RoTS/Sweco;som PFOA;=;13;ng/l;155822,1;212723,4
2680;R1O1;P503;4;6;96;LD_503;2021/11/16;RoTS/WiBo;PFUnDA;<;1;ng/l;154458,53;213623,51
2681;STRO;PFAS-Diep-PB6;18,5;20,5;197;PFAS-DIEP-PB6-1-1;2021/10/19;RoTS/Sweco;6:2 FTS;<;1;ng/l;150524,9401;214597,2915
2682;R1O2;PFC3B-PB5;3,3;4,3;213;PFC3B-PB5-1-1 PFC3B-PB5;2022/02/24;RoTS/Sweco;EtPFOSA;<;2;ng/l;155281,66;213350,2682
2683;R1O2;PFC3B-PB7;2,5;4,5;215;PFC3B-PB7-1-1;2022/07/22;RoTS/Sweco;4:2 FTS;<;1;ng/l;155178,1418;213420,0521
2684;R1O2;PFC3B-PB11002;13;15;203;PFC3B-PB11002-1-1 PFC3B-PB11002;2022/03/10;RoTS/Sweco;MePFBSA;<;10;ng/l;155499,6076;212896,4504
2685;R1O1;P406;4,1;6,1;87;LD_406;2021/08/19;RoTS/WiBo;PFHxA;=;24;ng/l;154457,34;213702
2686;R1N;R1N015B;7;8;223;R1N015B-1-1;2021/10/11;RoTS/Sweco;PFNS;<;1;ng/l;153811,85;214568,69
2687;STRO;PFAS-Diep-PB6;18,5;20,5;198;PFAS DIEP B6-1-1 PFAS diep B6;2021/12/02;RoTS/Sweco;PFDA;<;1;ng/l;150524,9401;214597,2915
2688;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;PFODA;<;2;ng/l;154244,68;213832,79
2689;R1N;PB2B;;;154;PB2B-1-1;2021/10/11;RoTS/Sweco;PFDoDA;<;1;ng/l;154047,4;216277,67
2690;R1N;PB2C;;;156;PB2C-1-1;2021/10/11;RoTS/Sweco;EtPFOSAA;<;1;ng/l;154047,4;216277,67
2691;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;som PFOS;=;69;ng/l;153010,86;214522,41
2692;STLO;PFAS-Diep-PB4;18;20;193;PFAS-Diep-PB4-1-2 PFAS-Diep-PB4;2021/12/08;RoTS/Sweco;PFDoDA;<;1;ng/l;149716,7329;213884,3736
2693;R1N;PB05C;;;108;PB05C-1-1;2021/10/11;RoTS/Sweco;som PFAS kwantitatief;=;51;ng/l;153964,46;215707,51
2694;R1O1;P500;4;6;93;LD_500;2021/11/16;RoTS/WiBo;PFTeDA;<;1;ng/l;155074,67;213271,18
2695;STLO;PB38;4;5;161;IAC21-04579.003 - PB38;2021/06/01;TM COTU;PFTeDA;<;10;ng/l;149435,91;213984
2696;OWK;PB1;4;6,2;113;PB1-PFAS;2021/12/20;aMT;som PFOS;=;1;ng/l;152428,3681;214534,5674
2697;R1O1;P405;4,1;6,1;85;LD_405;2021/08/19;RoTS/WiBo;PFHxA;=;64;ng/l;154991,03;213268,3
2698;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;153284,87;214515,06
2699;R1O1;PBC3;;14,9;182;PBC3;2022/02/04;RoTS/WiBo;PFTeDA;<;1;ng/l;154735,9568;213286,1045
2700;OWK;PB236A;;;148;PB236A-1-1 PB236A;2021/12/02;RoTS/Sweco;MePFOSAA;<;1;ng/l;151168,171;214556,146
2701;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFTrDS;<;1;ng/l;154646,94;213410,91
2702;R1O1;PBC4;;15,3;183;PBC4;2022/02/04;RoTS/WiBo;PFDoDS;<;1;ng/l;154418,5201;213413,2929
2703;R1O2;R1Z006A;4,2;5,2;234;R1Z006A-1-1 R1Z006A;2022/01/20;RoTS/Sweco;PFHxDA;<;1;ng/l;155822,1;212723,4
2704;R1O2;PFC3B-PB4;2,5;4,5;212;PFC3B-PB4-1-1 PFC3B-PB4;2022/03/22;RoTS/Sweco;MePFOSAA;<;1;ng/l;155261,5217;213280,4714
2705;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;PFHxS;=;14;ng/l;154172,71;215098,1
2706;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;PFDoDA;<;1;ng/l;153010,61;214522,41
2707;STLO;PFAS-Diep-PB3;17;19;190;PFAS-Diep-PB3-1-2 PFAS-Diep-PB3;2021/12/08;RoTS/Sweco;10:2 FTS;<;4;ng/l;149612,878;213745,3665
2708;R1O1;R1Z012A;2,5;3,5;237;R1Z012A-1-1 R1Z012A;2022/01/25;RoTS/Sweco;PFHxDA;<;1;ng/l;154121,47;213989,44
2709;R1N;PB1003;2;3;118;OBO-TS-PB1003;2021/11/30;RoTS/Sweco;EtPFOSA;<;4;ng/l;153841;214519
2710;R1N;PB1005;2;3;120;OBO-TS-PB1005;2021/11/30;RoTS/Sweco;PFOS lineair;=;1;ng/l;153738;214502
2711;OWK;PB236B;;;149;PB236B-1-1 PB236B;2021/12/02;RoTS/Sweco;6:2 FTS;<;1;ng/l;151168,171;214556,146
2712;R1O2;PFC3B-PB4;2,5;4,5;212;PFC3B-PB4-1-1 PFC3B-PB4;2022/03/22;RoTS/Sweco;PFDoDS;<;1;ng/l;155261,5217;213280,4714
2713;OWK;OWK019A;1;2;65;OWK019A-1-1 OWK019A;2021/12/02;RoTS/Sweco;8:2 diPAP;<;1;ng/l;152207,547;214709,46
2714;R1N;PB05D;;;109;PB05D-1-1;2021/10/11;RoTS/Sweco;PFOA lineair;=;20;ng/l;153964,34;215706,87
2715;R1O1;P401;4,1;6,1;75;LD_401;2021/08/19;RoTS/WiBo;PFPeS;=;3;ng/l;154978,68;213345,1
2716;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;PFHxS;=;1;ng/l;153284,87;214515,06
2717;R1N;R1N009A;2;3;220;R1N009A-1-1;2021/10/11;RoTS/Sweco;PFNS;<;1;ng/l;154115,39;215627,03
2718;R1O1;PBB1;;3,4;177;PBB1;2022/02/04;RoTS/WiBo;som PFOS;=;59;ng/l;154549,9838;213344,3547
2719;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;EtPFOSA;<;4;ng/l;152214,829;214708,469
2720;R1N;R1N003B;5,5;6,5;219;R1N003B-1-1;2021/10/11;RoTS/Sweco;som PFOA;=;1;ng/l;154350,75;216494,2
