,Unnamed: 0,id,date,x_m_L72,y_m_L72,top_m_mv,basis_m_mv,parameter,detection_condition,value,unit,source,error_date,error_sum_parameter,error_detection_condition,error_unrealistic_unit
170,10200,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
171,10201,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,som PFOA,=,21.0,µg/kg ds,Lantis,No date,,,
172,10202,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,som PFOS,=,480.0,µg/kg ds,Lantis,No date,,,
173,10203,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFBA,=,1.9,µg/kg ds,Lantis,No date,,,
174,10204,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFPeA,=,2.0,µg/kg ds,Lantis,No date,,,
175,10205,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFHxA,=,12.0,µg/kg ds,Lantis,No date,,,
176,10206,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFHpA,=,3.7,µg/kg ds,Lantis,No date,,,
177,10207,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
178,10208,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
179,10209,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
180,10210,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFDoDA,<,5.0,µg/kg ds,Lantis,No date,,,
181,10211,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFBS,=,3.3,µg/kg ds,Lantis,No date,,,
182,10212,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFHxS,=,17.0,µg/kg ds,Lantis,No date,,,
183,10213,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFOSA,=,3.2,µg/kg ds,Lantis,No date,,,
184,10214,IAC17-03686.007 - MMS104-1 - S104 (0-130),,152222.9888,214669.1366,0.0,1.3,PFPA,=,4.2,µg/kg ds,Lantis,No date,,,
185,10215,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,totaal PFAS,=,383.4,µg/kg ds,Lantis,No date,Sum parameter,,
186,10216,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,totaal PFAS kwantitatief,=,383.4,µg/kg ds,Lantis,No date,Sum parameter,,
187,10217,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
188,10218,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,som PFOA,=,29.0,µg/kg ds,Lantis,No date,,,
189,10219,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,som PFOS,=,330.0,µg/kg ds,Lantis,No date,,,
190,10220,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFBA,<,0.5,µg/kg ds,Lantis,No date,,,
191,10221,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFPeA,<,0.5,µg/kg ds,Lantis,No date,,,
192,10222,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFHxA,=,5.4,µg/kg ds,Lantis,No date,,,
193,10223,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFHpA,<,0.5,µg/kg ds,Lantis,No date,,,
194,10224,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
195,10225,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
196,10226,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
197,10227,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFDoDA,<,5.0,µg/kg ds,Lantis,No date,,,
198,10228,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFBS,<,0.5,µg/kg ds,Lantis,No date,,,
199,10229,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFHxS,=,19.0,µg/kg ds,Lantis,No date,,,
200,10230,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFOSA,<,0.5,µg/kg ds,Lantis,No date,,,
201,10231,IAC17-03686.008 - MMS104-2 - S104 (130-160),,152222.9888,214669.1366,1.3,1.6,PFPA,<,0.5,µg/kg ds,Lantis,No date,,,
202,10232,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,totaal PFAS,=,515.2,µg/kg ds,Lantis,No date,Sum parameter,,
203,10233,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,totaal PFAS kwantitatief,=,511.5,µg/kg ds,Lantis,No date,Sum parameter,,
204,10234,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
205,10235,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,som PFOA,=,21.0,µg/kg ds,Lantis,No date,,,
206,10236,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,som PFOS,=,460.0,µg/kg ds,Lantis,No date,,,
207,10237,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFBA,<,0.5,µg/kg ds,Lantis,No date,,,
208,10238,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFPeA,<,0.5,µg/kg ds,Lantis,No date,,,
209,10239,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFHxA,=,4.1,µg/kg ds,Lantis,No date,,,
210,10240,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFHpA,<,0.5,µg/kg ds,Lantis,No date,,,
211,10241,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
212,10242,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
213,10243,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
214,10244,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFDoDA,<,5.0,µg/kg ds,Lantis,No date,,,
215,10245,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFBS,=,2.4,µg/kg ds,Lantis,No date,,,
216,10246,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFHxS,=,19.0,µg/kg ds,Lantis,No date,,,
217,10247,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFOSA,=,5.0,µg/kg ds,Lantis,No date,,,
218,10248,IAC17-03686.009 - MMS105-1 - S105 (0-100),,152222.9888,214669.1366,0.0,1.0,PFPA,=,3.7,µg/kg ds,Lantis,No date,,,
219,10249,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,totaal PFAS,=,283.7,µg/kg ds,Lantis,No date,Sum parameter,,
220,10250,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,totaal PFAS kwantitatief,=,283.7,µg/kg ds,Lantis,No date,Sum parameter,,
221,10251,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
222,10252,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,som PFOA,=,14.0,µg/kg ds,Lantis,No date,,,
223,10253,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,som PFOS,=,260.0,µg/kg ds,Lantis,No date,,,
224,10254,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFBA,<,0.5,µg/kg ds,Lantis,No date,,,
225,10255,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFPeA,<,0.5,µg/kg ds,Lantis,No date,,,
226,10256,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFHxA,<,0.5,µg/kg ds,Lantis,No date,,,
227,10257,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFHpA,<,0.5,µg/kg ds,Lantis,No date,,,
228,10258,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFNA,<,0.5,µg/kg ds,Lantis,No date,,,
229,10259,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFDA,<,0.5,µg/kg ds,Lantis,No date,,,
230,10260,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFUnDA,<,0.5,µg/kg ds,Lantis,No date,,,
231,10261,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFDoDA,<,5.0,µg/kg ds,Lantis,No date,,,
232,10262,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFBS,<,0.5,µg/kg ds,Lantis,No date,,,
233,10263,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFHxS,=,9.7,µg/kg ds,Lantis,No date,,,
234,10264,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFOSA,<,0.5,µg/kg ds,Lantis,No date,,,
235,10265,IAC17-03686.010 - MMS105-2 - S105 (100-140),,152222.9888,214669.1366,1.0,1.4,PFPA,<,0.5,µg/kg ds,Lantis,No date,,,
236,10386,S202,,152222.9888,214669.1366,6.9,7.4,totaal PFAS,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
237,10387,S202,,152222.9888,214669.1366,6.9,7.4,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
238,10388,S202,,152222.9888,214669.1366,6.9,7.4,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
239,10389,S202,,152222.9888,214669.1366,6.9,7.4,som PFOA,<,2.35,µg/kg ds,Lantis,No date,,,
240,10390,S202,,152222.9888,214669.1366,6.9,7.4,som PFOS,<,2.35,µg/kg ds,Lantis,No date,,,
241,10391,S202,,152222.9888,214669.1366,6.9,7.4,PFTeDA,<,2.35,µg/kg ds,Lantis,No date,,,
242,10392,S202,,152222.9888,214669.1366,6.9,7.4,PFHxS,<,3.53,µg/kg ds,Lantis,No date,,,
243,10393,S202,,152222.9888,214669.1366,6.9,7.4,PFOSA,<,2.35,µg/kg ds,Lantis,No date,,,
244,10394,S209,,152222.9888,214669.1366,10.6,11.1,totaal PFAS,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
245,10395,S209,,152222.9888,214669.1366,10.6,11.1,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
246,10396,S209,,152222.9888,214669.1366,10.6,11.1,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
247,10397,S209,,152222.9888,214669.1366,10.6,11.1,som PFOA,<,1.62,µg/kg ds,Lantis,No date,,,
248,10398,S209,,152222.9888,214669.1366,10.6,11.1,som PFOS,<,1.62,µg/kg ds,Lantis,No date,,,
249,10399,S209,,152222.9888,214669.1366,10.6,11.1,PFTeDA,<,1.62,µg/kg ds,Lantis,No date,,,
250,10400,S209,,152222.9888,214669.1366,10.6,11.1,PFHxS,<,2.44,µg/kg ds,Lantis,No date,,,
251,10401,S209,,152222.9888,214669.1366,10.6,11.1,PFOSA,<,1.62,µg/kg ds,Lantis,No date,,,
252,10402,S209,,152222.9888,214669.1366,11.1,11.6,totaal PFAS,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
253,10403,S209,,152222.9888,214669.1366,11.1,11.6,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
254,10404,S209,,152222.9888,214669.1366,11.1,11.6,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
255,10405,S209,,152222.9888,214669.1366,11.1,11.6,som PFOA,<,1.62,µg/kg ds,Lantis,No date,,,
256,10406,S209,,152222.9888,214669.1366,11.1,11.6,som PFOS,<,1.62,µg/kg ds,Lantis,No date,,,
257,10407,S209,,152222.9888,214669.1366,11.1,11.6,PFTeDA,<,1.62,µg/kg ds,Lantis,No date,,,
258,10408,S209,,152222.9888,214669.1366,11.1,11.6,PFHxS,<,2.44,µg/kg ds,Lantis,No date,,,
259,10409,S209,,152222.9888,214669.1366,11.1,11.6,PFOSA,<,1.62,µg/kg ds,Lantis,No date,,,
260,10410,S209,,152222.9888,214669.1366,11.6,12.1,totaal PFAS,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
261,10411,S209,,152222.9888,214669.1366,11.6,12.1,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
262,10412,S209,,152222.9888,214669.1366,11.6,12.1,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
263,10413,S209,,152222.9888,214669.1366,11.6,12.1,som PFOA,<,1.62,µg/kg ds,Lantis,No date,,,
264,10414,S209,,152222.9888,214669.1366,11.6,12.1,som PFOS,<,1.62,µg/kg ds,Lantis,No date,,,
265,10415,S209,,152222.9888,214669.1366,11.6,12.1,PFTeDA,<,1.62,µg/kg ds,Lantis,No date,,,
266,10416,S209,,152222.9888,214669.1366,11.6,12.1,PFHxS,<,2.44,µg/kg ds,Lantis,No date,,,
267,10417,S209,,152222.9888,214669.1366,11.6,12.1,PFOSA,<,1.62,µg/kg ds,Lantis,No date,,,
268,10418,S208,,152222.9888,214669.1366,8.2,8.7,totaal PFAS,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
269,10419,S208,,152222.9888,214669.1366,8.2,8.7,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
270,10420,S208,,152222.9888,214669.1366,8.2,8.7,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
271,10421,S208,,152222.9888,214669.1366,8.2,8.7,som PFOA,<,1.97,µg/kg ds,Lantis,No date,,,
272,10422,S208,,152222.9888,214669.1366,8.2,8.7,som PFOS,<,1.97,µg/kg ds,Lantis,No date,,,
273,10423,S208,,152222.9888,214669.1366,8.2,8.7,PFTeDA,<,1.97,µg/kg ds,Lantis,No date,,,
274,10424,S208,,152222.9888,214669.1366,8.2,8.7,PFHxS,<,2.95,µg/kg ds,Lantis,No date,,,
275,10425,S208,,152222.9888,214669.1366,8.2,8.7,PFOSA,<,1.97,µg/kg ds,Lantis,No date,,,
276,10426,S208,,152222.9888,214669.1366,8.7,9.2,totaal PFAS,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
277,10427,S208,,152222.9888,214669.1366,8.7,9.2,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
278,10428,S208,,152222.9888,214669.1366,8.7,9.2,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
279,10429,S208,,152222.9888,214669.1366,8.7,9.2,som PFOA,<,1.97,µg/kg ds,Lantis,No date,,,
280,10430,S208,,152222.9888,214669.1366,8.7,9.2,som PFOS,<,1.97,µg/kg ds,Lantis,No date,,,
281,10431,S208,,152222.9888,214669.1366,8.7,9.2,PFTeDA,<,1.97,µg/kg ds,Lantis,No date,,,
282,10432,S208,,152222.9888,214669.1366,8.7,9.2,PFHxS,<,2.95,µg/kg ds,Lantis,No date,,,
283,10433,S208,,152222.9888,214669.1366,8.7,9.2,PFOSA,<,1.97,µg/kg ds,Lantis,No date,,,
284,10434,S211,,152222.9888,214669.1366,11.5,12.0,totaal PFAS,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
285,10435,S211,,152222.9888,214669.1366,11.5,12.0,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
286,10436,S211,,152222.9888,214669.1366,11.5,12.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
287,10437,S211,,152222.9888,214669.1366,11.5,12.0,som PFOA,<,2.22,µg/kg ds,Lantis,No date,,,
288,10438,S211,,152222.9888,214669.1366,11.5,12.0,som PFOS,<,2.22,µg/kg ds,Lantis,No date,,,
289,10439,S211,,152222.9888,214669.1366,11.5,12.0,PFTeDA,<,2.22,µg/kg ds,Lantis,No date,,,
290,10440,S211,,152222.9888,214669.1366,11.5,12.0,PFHxS,<,3.33,µg/kg ds,Lantis,No date,,,
291,10441,S211,,152222.9888,214669.1366,11.5,12.0,PFOSA,<,2.22,µg/kg ds,Lantis,No date,,,
292,10442,S211,,152222.9888,214669.1366,12.0,12.5,totaal PFAS,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
293,10443,S211,,152222.9888,214669.1366,12.0,12.5,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
294,10444,S211,,152222.9888,214669.1366,12.0,12.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
295,10445,S211,,152222.9888,214669.1366,12.0,12.5,som PFOA,<,2.22,µg/kg ds,Lantis,No date,,,
296,10446,S211,,152222.9888,214669.1366,12.0,12.5,som PFOS,<,2.22,µg/kg ds,Lantis,No date,,,
297,10447,S211,,152222.9888,214669.1366,12.0,12.5,PFTeDA,<,2.22,µg/kg ds,Lantis,No date,,,
298,10448,S211,,152222.9888,214669.1366,12.0,12.5,PFHxS,<,3.33,µg/kg ds,Lantis,No date,,,
299,10449,S211,,152222.9888,214669.1366,12.0,12.5,PFOSA,<,2.22,µg/kg ds,Lantis,No date,,,
300,10450,S211,,152222.9888,214669.1366,12.5,13.0,totaal PFAS,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
301,10451,S211,,152222.9888,214669.1366,12.5,13.0,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
302,10452,S211,,152222.9888,214669.1366,12.5,13.0,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
303,10453,S211,,152222.9888,214669.1366,12.5,13.0,som PFOA,<,2.22,µg/kg ds,Lantis,No date,,,
304,10454,S211,,152222.9888,214669.1366,12.5,13.0,som PFOS,<,2.22,µg/kg ds,Lantis,No date,,,
305,10455,S211,,152222.9888,214669.1366,12.5,13.0,PFTeDA,<,2.22,µg/kg ds,Lantis,No date,,,
306,10456,S211,,152222.9888,214669.1366,12.5,13.0,PFHxS,<,3.33,µg/kg ds,Lantis,No date,,,
307,10457,S211,,152222.9888,214669.1366,12.5,13.0,PFOSA,<,2.22,µg/kg ds,Lantis,No date,,,
308,10458,S211,,152222.9888,214669.1366,13.0,13.5,totaal PFAS,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
309,10459,S211,,152222.9888,214669.1366,13.0,13.5,totaal PFAS kwantitatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
310,10460,S211,,152222.9888,214669.1366,13.0,13.5,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
311,10461,S211,,152222.9888,214669.1366,13.0,13.5,som PFOA,<,2.22,µg/kg ds,Lantis,No date,,,
312,10462,S211,,152222.9888,214669.1366,13.0,13.5,som PFOS,<,2.22,µg/kg ds,Lantis,No date,,,
313,10463,S211,,152222.9888,214669.1366,13.0,13.5,PFTeDA,<,2.22,µg/kg ds,Lantis,No date,,,
314,10464,S211,,152222.9888,214669.1366,13.0,13.5,PFHxS,<,3.33,µg/kg ds,Lantis,No date,,,
315,10465,S211,,152222.9888,214669.1366,13.0,13.5,PFOSA,<,2.22,µg/kg ds,Lantis,No date,,,
316,10466,PFAS_603,,152222.9888,214669.1366,4.4,4.9,totaal PFAS,=,1.7,µg/kg ds,Lantis,No date,Sum parameter,,
317,10467,PFAS_603,,152222.9888,214669.1366,4.4,4.9,totaal PFAS kwantitatief,=,1.7,µg/kg ds,Lantis,No date,Sum parameter,,
318,10468,PFAS_603,,152222.9888,214669.1366,4.4,4.9,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
319,10469,PFAS_603,,152222.9888,214669.1366,4.4,4.9,som PFOA,=,0.1,µg/kg ds,Lantis,No date,,,
320,10470,PFAS_603,,152222.9888,214669.1366,4.4,4.9,som PFOS,=,0.1,µg/kg ds,Lantis,No date,,,
321,10471,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFBA,<,0.1,µg/kg ds,Lantis,No date,,,
322,10472,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFPeA,<,0.1,µg/kg ds,Lantis,No date,,,
323,10473,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFHxA,<,0.1,µg/kg ds,Lantis,No date,,,
324,10474,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFHpA,<,0.1,µg/kg ds,Lantis,No date,,,
325,10475,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFNA,<,0.1,µg/kg ds,Lantis,No date,,,
326,10476,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFDA,<,0.1,µg/kg ds,Lantis,No date,,,
327,10477,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFUnDA,<,0.1,µg/kg ds,Lantis,No date,,,
328,10478,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFDoDA,<,0.1,µg/kg ds,Lantis,No date,,,
329,10479,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFTrDA,<,0.1,µg/kg ds,Lantis,No date,,,
330,10480,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFTeDA,<,0.1,µg/kg ds,Lantis,No date,,,
331,10481,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFHxDA,<,0.1,µg/kg ds,Lantis,No date,,,
332,10482,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFBS,<,0.1,µg/kg ds,Lantis,No date,,,
333,10483,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFPeS,<,0.1,µg/kg ds,Lantis,No date,,,
334,10484,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFHxS,<,0.1,µg/kg ds,Lantis,No date,,,
335,10485,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFHpS,<,0.1,µg/kg ds,Lantis,No date,,,
336,10486,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFDS,<,0.1,µg/kg ds,Lantis,No date,,,
337,10487,PFAS_603,,152222.9888,214669.1366,4.4,4.9,4:2 FTS,<,0.1,µg/kg ds,Lantis,No date,,,
338,10488,PFAS_603,,152222.9888,214669.1366,4.4,4.9,6:2 FTS,=,1.5,µg/kg ds,Lantis,No date,,,
339,10489,PFAS_603,,152222.9888,214669.1366,4.4,4.9,8:2 FTS,<,0.1,µg/kg ds,Lantis,No date,,,
340,10490,PFAS_603,,152222.9888,214669.1366,4.4,4.9,ADONA,<,0.1,µg/kg ds,Lantis,No date,,,
341,10491,PFAS_603,,152222.9888,214669.1366,4.4,4.9,8:2 diPAP,<,0.1,µg/kg ds,Lantis,No date,,,
342,10492,PFAS_603,,152222.9888,214669.1366,4.4,4.9,10:2 FTS,<,0.1,µg/kg ds,Lantis,No date,,,
343,10493,PFAS_603,,152222.9888,214669.1366,4.4,4.9,PFBSA,<,0.1,µg/kg ds,Lantis,No date,,,
344,10494,PFAS_610,,152222.9888,214669.1366,6.1,6.6,totaal PFAS,=,0.2,µg/kg ds,Lantis,No date,Sum parameter,,
345,10495,PFAS_610,,152222.9888,214669.1366,6.1,6.6,totaal PFAS kwantitatief,=,0.2,µg/kg ds,Lantis,No date,Sum parameter,,
346,10496,PFAS_610,,152222.9888,214669.1366,6.1,6.6,totaal PFAS indicatief,=,0.0,µg/kg ds,Lantis,No date,Sum parameter,,
347,10497,PFAS_610,,152222.9888,214669.1366,6.1,6.6,som PFOA,=,0.1,µg/kg ds,Lantis,No date,,,
348,10498,PFAS_610,,152222.9888,214669.1366,6.1,6.6,som PFOS,=,0.1,µg/kg ds,Lantis,No date,,,
349,10499,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFBA,<,0.2,µg/kg ds,Lantis,No date,,,
350,10500,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFPeA,<,0.1,µg/kg ds,Lantis,No date,,,
351,10501,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFHxA,<,0.1,µg/kg ds,Lantis,No date,,,
352,10502,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFHpA,<,0.1,µg/kg ds,Lantis,No date,,,
353,10503,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFNA,<,0.1,µg/kg ds,Lantis,No date,,,
354,10504,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFDA,<,0.1,µg/kg ds,Lantis,No date,,,
355,10505,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFUnDA,<,0.1,µg/kg ds,Lantis,No date,,,
356,10506,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFDoDA,<,0.1,µg/kg ds,Lantis,No date,,,
357,10507,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFTrDA,<,0.1,µg/kg ds,Lantis,No date,,,
358,10508,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFTeDA,<,0.1,µg/kg ds,Lantis,No date,,,
359,10509,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFHxDA,<,0.1,µg/kg ds,Lantis,No date,,,
360,10510,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFBS,<,0.1,µg/kg ds,Lantis,No date,,,
361,10511,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFPeS,<,0.1,µg/kg ds,Lantis,No date,,,
362,10512,PFAS_610,,152222.9888,214669.1366,6.1,6.6,PFHxS,<,0.1,µg/kg ds,Lantis,No date,,,
